,Country,Country_Code,1996_hchm_avg,1996_count,2007_hchm_avg,2007_count,2008_hchm_avg,2008_count,2009_hchm_avg,2009_count,2010_hchm_avg,2010_count,2015_hchm_avg,2015_count,2016_hchm_avg,2016_count,2017_hchm_avg,2017_count,2018_hchm_avg,2018_count,2019_hchm_avg,2019_count,2020_hchm_avg,2020_count
60,Egypt,EGY,5.7787764294755775,3410,6.372706531852014,2284,6.428282316340956,2064,6.423668897675305,2050,6.3514998452376386,2035,6.5207010700166315,3974,6.409869703785673,2028,6.42021082023654,2057,6.382538654824646,2102,6.3935133727248905,2117,5.95464644328716,2353
61,Micronesia,FSM,14.915875694786749,96365,15.086938532655301,92707,15.092643416409427,92488,15.105968230943388,92340,14.959347105523394,95435,14.92976632530833,192326,14.92976632530833,96163,14.92976632530833,96163,14.92976632530833,96163,15.074939363759453,92689,15.08776984345053,92351
62,Gabon,GAB,12.911607696558807,1852286,12.939834499073058,1848854,12.954752723054481,1845446,12.963418938408262,1847965,12.961890248093942,1846842,12.956904566977254,3686104,12.949097758136878,1836404,12.948224634651611,1837559,12.948765335323387,1838958,12.94601593603249,1839639,12.947077716693318,1835056
63,Ghana,GHA,5.321713517631552,190937,6.1543324251004,153324,5.946200214887939,157793,5.720596743541434,167573,5.404631462851169,183601,5.245241905522661,386168,5.207638845612311,194315,5.264482214447729,191850,5.3628251463695475,188377,5.355279391177146,188639,5.312742378153038,188251
64,Mozambique,MOZ,9.09646294140085,3528029,9.145198830812058,3496361,9.18394836577497,3436039,9.198750015541302,3413284,9.202172099691705,3404074,9.186656293884463,6802664,9.16587888947962,3397219,9.160040244778166,3404312,9.159477116372617,3394381,9.170458820491069,3359907,9.182066124407584,3296875
65,Bermuda,BMU,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258,11.160706985828488,516,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258,11.160706985828488,258
66,Brazil,BRA,12.962893898379614,12201066,13.053316195533544,12077457,13.0469153393107,12031527,13.025291992405277,12031133,13.019464509267994,11982030,12.907222340930781,23845986,12.780732084741649,11977074,12.666419272256592,12076155,12.601246056981964,12106516,12.576857456944891,12101950,12.572769850038238,12094554
67,Barbados,BRB,10.790530831473214,105,10.728577730948466,114,10.675538180167216,114,10.675538180167216,114,10.744997186175848,118,10.823673954716435,216,10.8352197265625,100,10.823367956912879,99,10.850272747001263,99,10.929079408998843,108,10.944346370860043,117
68,Guyana,GUY,15.696385454162003,327506,15.898975934522337,321456,15.932997076239229,318835,15.92830097735598,317037,15.858765300035031,316230,15.697467389535333,619914,15.522666264647368,310668,15.52197078226058,309151,15.576756350999515,305681,15.618294102310111,302683,15.564144686333039,300192
69,Mauritania,MRT,5.591317987079454,3551,5.60205880523038,3461,5.607606886682731,3362,5.622384633310764,3277,5.65553070879073,3162,5.6227126410598265,6796,5.657527589888,3178,5.6536625847052235,3101,5.678726272153112,3017,5.58838303228329,3443,5.514034825341515,3814
70,Cook Islands,COK,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39,5.695028060521835,78,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39,5.695028060521835,39
71,Colombia,COL,13.869896989221065,3050694,14.290702140212428,2934886,14.332539030148267,2917758,14.299016625221784,2928249,14.250689501098057,2938417,14.244176661888408,5850044,14.234811984227926,2914680,14.23163973019747,2914591,14.17773864244863,2935644,14.128180308478791,2952471,14.127407597364371,2948635
72,Comoros,COM,14.69468519422743,1026,14.68239488298201,1037,14.672042715012283,1043,14.661708528801585,1045,14.709150321752645,1028,14.753020694194209,2012,14.745961943271748,1003,14.712629252336809,1013,14.65342312099165,1033,14.658001720790015,1034,14.680787083701011,1027
73,Cayman Islands,CYM,9.706585339067132,52285,9.828788406396521,50547,9.8489207421875,50000,9.849632552412062,49908,9.861188032727565,49744,9.873784116708345,98774,9.87147594692549,49268,9.864867624169456,49290,9.862357866254355,49371,9.864200115945229,49525,9.861417777060325,49437
74,Djibouti,DJI,7.332803093727197,9593,8.440748143032028,7556,8.754265812227668,6885,8.772923321200416,6731,8.681409109219885,6749,8.157957562985167,14428,7.8461498448373925,7472,7.820842566351588,7432,7.84182971815361,7493,7.8442215242811715,7547,7.739479497920744,7665
75,Dominica,DMA,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14,8.79265866960798,28,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14,8.79265866960798,14
76,Dominican Republic,DOM,9.583061186550921,218699,9.59465269573342,218272,9.61789820178035,216657,9.628647473832947,216207,9.662316798980548,213350,9.693695160921031,422016,9.7099310022995,209502,9.710499631323408,209618,9.711732984238783,210485,9.699233940325826,211509,9.68766336453229,212033
77,Ecuador,ECU,12.18266387878572,1678733,12.53732705093014,1613510,12.661131641880372,1581173,12.701899404710815,1572139,12.700689060550147,1568528,12.61465878438075,3156496,12.558695631458356,1580214,12.566371955695498,1580395,12.578107025378142,1582944,12.55215893106029,1596067,12.535552693641877,1596616
78,Guinea,GIN,8.460578051844625,2435420,8.505650112281186,2431935,8.548647875659404,2399775,8.534014208332056,2411547,8.546293136676175,2400876,8.54236788324816,4780078,8.54474207903448,2365329,8.547339429686906,2367190,8.533810686393373,2363558,8.52330437728247,2349668,8.512704683298946,2341023
79,Guadeloupe,GLP,9.057166796551419,37423,9.063777131639448,37509,9.06448922778642,37565,9.056921962891401,37733,9.053672873226413,37640,9.050607357630202,75152,9.053533726715898,37586,9.053046848109977,37588,9.043969731106705,37608,9.039662805600189,37535,9.042958570413854,37462
80,Gambia,GMB,8.210368256566936,657232,8.224287642662912,665993,8.23761134035662,664741,8.23380392810387,666072,8.236833832695593,664848,8.240646415932694,1317944,8.24558994300732,654470,8.241761797520127,656727,8.227346421479442,661209,8.213795409531171,662416,8.212367594108516,659053
81,Guinea-Bissau,GNB,9.551202992482862,2950267,9.594900753727162,2957345,9.635553792018303,2919204,9.648498779642596,2902390,9.648413305290504,2901711,9.625438451229803,5813494,9.62859396630075,2886967,9.636353128980998,2873808,9.623695354222242,2884590,9.604425175252576,2897354,9.605443465697078,2871563
82,Equatorial Guinea,GNQ,10.796576957886689,269854,10.798001110402403,270182,10.794544873763787,269984,10.807665758850227,270882,10.811980504565435,271002,10.807930801722437,541288,10.791768597431133,269183,10.783367431229822,268624,10.77646541252825,268316,10.784114092719284,268965,10.79064090648202,269205
83,Grenada,GRD,11.980513448059732,2066,11.97387639424887,2075,12.044172531613503,2074,12.07346810296257,2073,12.100374071391585,2067,12.098130576124468,4120,12.068326897714652,2040,12.07659669786174,2015,11.99690968422885,2042,11.965091855099521,2063,11.935558518311964,2068
84,Guatemala,GTM,13.388024002085153,271203,13.580134484080379,264799,13.577191967543492,264477,13.529679843414328,266723,13.51520007679053,266960,13.480403341551197,533188,13.429112844483774,267538,13.38423678442197,269450,13.364431572339774,270522,13.361412009159157,270276,13.34243343103595,270293
85,French Guiana,GUF,14.853522932182456,628111,14.889792777364345,614908,14.624911332031376,620980,14.36864522934339,629225,14.187380542896012,633052,13.538413834204686,1310306,13.261097630858126,666198,13.125215189929461,672294,13.138249731086297,671052,13.144886607926267,666229,13.001549602127492,671594
86,Guam,GUM,8.157281405683877,552,8.157281405683877,552,8.157281405683877,552,8.157281405683877,552,8.157281405683877,552,8.173331882642662,1104,8.14080512545208,553,8.156658543577981,545,8.098837147588315,552,8.033218904286356,557,8.066630336216518,560
87,Iran,IRN,5.382646336478863,167849,5.43688714114861,138074,5.4415164827943885,123024,5.446581809373716,124119,5.429768246390899,125187,5.3822339782388795,258332,5.358807355894092,123118,5.344141589591304,121793,5.362532015193145,123414,5.3332484255439585,128106,5.298227560690446,120558
88,Sudan,SDN,3.654212819612943,19825,3.830917982005856,13629,3.99579779059672,11437,4.121673160246049,10875,4.205372747519613,10046,4.320001870572858,17638,4.3752495391482835,8242,4.464683673983474,8587,4.409555593940047,8530,4.414273245774269,7923,4.437453373528261,7790
89,Vietnam,VNM,5.159612167641065,2114947,5.206503345315082,2046027,5.223494864478092,2006789,5.211183265167805,2002432,5.189601736948411,1998065,5.108054893823698,3970440,5.076814026119486,1967958,5.055076896224061,1966469,5.057012303090081,1979130,5.069694022888794,1982611,5.027855019831802,1983526
90,Vanuatu,VUT,9.844422317059452,17779,9.832764437892202,17848,9.811324298558635,17865,9.791093446096138,17995,9.765997060083297,17948,9.777537584012858,35932,9.805801944319839,17834,9.816680804442338,17941,9.825066322286725,17958,9.854583484586172,17906,10.013229735024378,17228
91,Honduras,HND,10.710231722609448,677477,10.741034885804956,688463,10.737428776671056,693050,10.714904857292627,698039,10.72296094330482,695139,10.777024778731157,1345062,10.783391654009083,665074,10.760467695007428,669797,10.7429766390461,671700,10.782667188419397,660461,10.818442617260747,650630
92,Sierra Leone,SLE,8.442288382649505,1701342,8.477377978585974,1695657,8.509527109839839,1674471,8.48993659512601,1682218,8.483014583618345,1677564,8.458949482091457,3363934,8.452607637727406,1675226,8.453518608538303,1678792,8.460571020569212,1667654,8.494550257575979,1631427,8.509465742536555,1603100
93,El Salvador,SLV,12.513190660827007,406816,12.5036866166542,409098,12.485593129247812,411094,12.488109811334061,411203,12.504521140780312,409759,12.53531131874387,811636,12.54133392984238,404646,12.53020751126616,406749,12.530522744871496,406795,12.549116801411978,403972,12.555643544195185,402080
94,Liberia,LBR,6.552389888513504,197433,6.558706593522943,199237,6.558808734574925,199352,6.557956605818842,199624,6.556728299342707,199855,6.548678505729884,398496,6.548897430424084,197963,6.546766716290594,198163,6.550854653460763,197328,6.557509754642779,195851,6.563305856075521,192502
95,Sri Lanka,LKA,6.436667035413898,275236,6.52347194163984,243048,6.620753882445926,211566,6.711440627901002,195447,6.709821752500365,190844,6.666841484521764,398706,6.61552604960851,209572,6.6148546319577415,213017,6.659722720683554,210473,6.755014302852272,199277,6.809574907228412,192747
96,Cambodia,KHM,8.38121533379923,692833,8.517995162578941,669971,8.557881927230616,661205,8.57318761039145,658298,8.572338220251455,656865,8.5784252798078,1304138,8.569661925054227,651431,8.561258967510021,652355,8.551604305955996,654483,8.529975149148145,658741,8.48247189484188,665641
97,Kiribati,KIR,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,3120,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560,11.508096264570188,1560
98,Saint Kitts and Nevis,KNA,5.623008810063844,372,5.619155844155844,385,5.621423401808376,394,5.543086438301282,390,5.646620939149076,379,5.711692852209945,724,5.779621711966036,357,5.752346423586095,347,5.710561345132549,356,5.616741014563519,368,5.568337947764295,376
99,Saint-Martin,MAF,5.158675193786621,16,5.158675193786621,16,5.158675193786621,16,5.246397319592927,19,5.246397319592927,19,5.246397319592927,38,5.246397319592927,19,5.220405578613281,18,5.191355985753677,17,5.212965393066407,15,5.275011880057199,14
100,Madagascar,MDG,10.801398591980439,3101361,10.914805950963633,3047782,10.932888323063333,3024538,10.931192666783106,3024452,10.92220144642484,3018727,10.896748339968964,6030356,10.878313840871902,3005577,10.862933335104811,3007876,10.842632174503523,3020999,10.826702471832261,3031560,10.816841281791879,3025183
101,Maldives,MDV,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,2020,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010,9.913498121204944,1010
102,Mexico,MEX,6.600765114316896,11785467,6.701570411661958,11450479,6.752757259795543,11260507,6.792061541517245,11145934,6.792990989880494,11102237,6.789824785683529,22072796,6.767158884154606,11042165,6.753917166541432,11104695,6.721890781564649,11232897,6.7210241589745,11255038,6.7543740687595495,11127833
103,Marshall Islands,MHL,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,688,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344,12.807419710381087,344
104,New Caledonia,NCL,6.171379490263731,372118,6.224928856919819,366073,6.22992167838744,364654,6.22642556416598,362431,6.217185893863952,362566,6.19616740765645,725572,6.175649440481906,364602,6.165534730393158,365266,6.153406810233746,369157,6.133246732503053,375166,6.117125073979518,377371
105,Peru,PER,8.981315885312297,59883,9.358315201374058,54899,9.443199512483556,53118,9.322933710207858,53483,9.263997305209493,53880,9.141621169636881,107582,9.016200360386135,54178,8.875913165940132,55235,8.79980559698378,56909,8.825933763794906,57579,8.859223473854671,57227
106,Philippines,PHL,7.722040298951484,3134507,7.829674634129687,3045766,7.867228743194132,2991142,7.87401324632495,2981145,7.8729474059718925,2973132,7.844516139409987,5947980,7.813013426687524,2972726,7.806171731420542,2975067,7.7773367953044374,3000798,7.753671933370293,3021842,7.73766587856728,3020028
107,Palau,PLW,15.153360140155655,60107,15.115818753082522,60510,15.089485042154644,60587,15.096638321031516,60521,15.101914835095894,60552,15.108124400398072,121166,15.116155063038251,60613,15.110547595647633,61065,15.132445546753832,61092,15.148962871294867,60599,15.146460020946243,60416
108,Papua New Guinea,PNG,17.324242138457507,4861320,17.332204363015094,4873986,17.33863588239685,4866954,17.33379700151154,4864832,17.33536553310003,4854068,17.30496197564593,9666110,17.29283397157054,4819765,17.27790916802594,4817478,17.270266591213694,4815965,17.27180194812938,4805074,17.27609997471481,4790169
109,Sint Maarten,SXM,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,130,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65,5.768106313852163,65
110,Seychelles,SYC,11.016881157644093,4096,11.010543664296469,4104,11.010543664296469,4104,11.011128723360072,4106,11.01730669519034,4099,11.019762194867475,8184,11.028560374829443,4081,11.02732082161249,4080,11.031662750617857,4083,11.034834000372118,4092,11.035133746828619,4092
111,Turks and Caicos Islands,TCA,6.741170815664517,236292,6.672763446557025,167515,6.647218267601657,148736,6.651625172890733,148215,6.654893101071275,142167,6.673387372124633,307526,6.693627025462963,162000,6.708802739449138,168209,6.698573223700805,162543,6.689864368719646,164103,6.687071733775627,172133
112,Wallis and Futuna,WLF,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,596,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298,7.884151177118288,298
113,Samoa,WSM,12.430668321892348,2522,12.444843269910749,2563,12.421546903644828,2591,12.383322916166442,2603,12.410772023766416,2589,12.382987500918038,5106,12.364965665548237,2524,12.369908284666998,2515,12.432161524228238,2470,12.435827372835769,2498,12.42624694726874,2508
114,Togo,TGO,4.691131479185886,542,4.974675533011091,417,5.205175093529929,355,5.340267567152388,356,5.328595842633929,378,5.110968338815789,760,4.948898397909629,370,5.04391397894385,374,4.988956420569407,371,4.8790535274071924,431,4.79948014127994,501
115,Thailand,THA,9.76575589636582,2771433,9.923174194317555,2676321,10.001418305988556,2614896,10.006621821261529,2603320,9.988543413658808,2606433,9.951473207929391,5217492,9.926071799764202,2611664,9.903791794439858,2627061,9.93157926359434,2624002,9.909241231386686,2642459,9.851424143136486,2672317
116,Timor-Leste,TLS,11.312627618279738,11165,11.655681729784199,11220,11.799823516939197,11098,11.793051075370004,11091,11.820804533501738,11057,11.727234481332548,22300,11.671398618057085,11137,11.72731536408196,11151,11.737706819655974,11130,11.689149732279,11172,11.652700888347155,11165
117,Tonga,TON,7.115065951210288,11898,7.183551716942413,11756,7.180898706702922,11826,7.163003229630535,12014,7.105639711053198,12087,7.076596389513023,24534,7.076248573605161,12255,7.062527209106996,12185,7.024829502191074,12066,7.0268101263002265,11921,7.1024309591858,11694
118,Trinidad and Tobago,TTO,13.691488271544868,88951,13.725385825954866,88193,13.722408402407149,87923,13.705212443160654,87926,13.685152728200215,88123,13.635864922482444,175942,13.608135360613627,87761,13.603696537222222,87716,13.576082048975493,88811,13.557377376268557,89324,13.589591904421225,87644
119,British Virgin Islands,VGB,4.5720492055216635,1004,4.8251371067880795,906,4.81111635358146,890,4.808091001157408,945,4.87906555792298,990,4.821801009211177,2022,4.788469453424329,1044,4.709746057174626,1068,4.6735055905963305,1090,4.5386911245492785,1040,4.38883073516705,1085
120,"Virgin Islands, U.S.",VIR,7.8141335378513626,2935,7.877649923073493,2803,7.908399137544803,2790,7.901017819834637,2812,7.864793379934211,2850,7.658071734762046,5894,7.620443269769749,2899,7.701240207837976,2944,7.753890278960817,2935,7.711259918524506,2938,7.641173764244085,2874
121,South Africa,ZAF,10.290770001135524,30883,10.421531965466592,31606,10.45016281441283,31311,10.45454145613316,31286,10.416366849306282,31453,10.3056182670223,63876,10.311742646004994,31657,10.294406756167854,31803,10.246822082067334,31989,10.202435678151659,32207,10.222100584927833,31918
